,nest,site,year,lat,lon,cov_1m,cov_5m,prot,pred,estHD,HD,HD_diff,HD_equal,init_calc,init_date,age_diff,init_diff,hatch_diff,camera_old,camera,missing,cam_fate_feb,nest_age_feb,final_obs_int_feb,field_fate,field_fate2,field_fate3,field_fate4,field_fate5,field_fate6,field_fate7,field_fate_eq,cam_fate1,cam_fate2,final_fate1,final_fate2,nest_age1,nest_age2,final_obs_int,final_obs_int2,final_obs_int3,final_obs_date,final_obs_date2,species,likely_failed,HF,HF_C,HF_MC,MC,marked_U,i,j,j_adj,k,k_adj,j.cam,k.cam,n_obs,n_days,> hatch?,penultimate,final,obs_dates,obs_history,obs_ints,new_notes,camera_notes,field_notes
230,10313.0,ROCK,2019,29.67248,-92.85836,10.0,10.0,none,,,,,True,,,,0.0,,N,N,,,,4.0,A,A,A,A,A,A,A,False,,,A,A,,,4.0,4.0,4,73,73,CONI,,0,0.0,False,True,False,69.0,69,69,73,73,,,2,4.0,,1E,1E,69|73,1E|1E,0|4,,,"6/17 - probably abandoned, may have been abandoned when marked. egg floated very high, no sounds from within, no bird ever seen on nest. not sure when abandoned"
231,10314.0,ROCK,2019,29.6686,-92.84724,5.0,5.0,none,,91.0,91.0,0.0,True,,63.0,0.0,0.0,,N,N,,,16.0,6.0,Hu,Hu,Hu,Hu,Hu,Hu,Hu,False,,,Hu,Hu,16.0,16.0,6.0,6.0,0,79,79,WIPL,1.0,0,0.0,False,True,False,69.0,79,79,79,79,,,3,10.0,0.0,3E,3E,69|73|79,3E|3E|3E,0|4|6,,,28 June- nest was checked in morning by SB and had 3 eggs. Nest run over by vehicle a few hours later. Not sure how to treat this for the nest model? last check and failure occurred hours apart from each other- KBB
232,10315.0,HBTO,2019,29.76914,-93.44395,40.0,30.0,none,,83.0,83.0,0.0,True,,67.0,0.0,0.0,,N,N,,,11.0,8.0,F,F,F,F,F,F,F,False,,,F,F,11.0,11.0,8.0,8.0,8,78,78,CONI,1.0,0,0.0,False,True,False,70.0,70,70,78,78,,,2,8.0,0.0,2E,0E,70|78,2E|0E,0|8,,,coyote tracks somewhat close by; nest in the middle of a line of ant nests? see photo
233,10316.0,HBTO,2019,29.76879,-93.43898,0.0,0.0,none,,,,,True,,,,0.0,,N,N,,,,8.0,D,D,D,D,D,D,D,False,,,D,D,,,8.0,8.0,8,78,78,LETE,,0,0.0,False,True,False,70.0,70,70,78,78,,,2,8.0,,2E,0E,70|78,2E|0E,0|8,,,
234,10318.0,RUTW,2019,29.76632,-93.15768,20.0,20.0,none,,84.0,82.0,2.0,False,,54.0,2.0,0.0,,Y,Y,N,H,26.0,1.0,H,H,H,H,H,H,H,False,H,H,H,H,28.0,26.0,1.0,1.0,0,82,82,WIPL,0.0,1,1.0,False,False,False,71.0,82,82,82,82,,,4,11.0,0.0,starr,"1C, 2E",71|77|81|82,"3E|3E|starr|1C, 2E",0|6|4|1,,,1 July- one chick hatched and dry by the evening and SB banded it. KB went to nest early 2 July and saw the second chick emerge from egg. Likely completed hatch on July 2
235,10319.0,RUTW,2019,29.76211,-93.13772,,,sym,,78.0,80.0,2.0,False,,61.0,1.0,1.0,0.02564102564102564,Y,Y,N,H,21.0,2.0,H,H,H,H,H,H,H,False,H,H,H,H,20.0,22.0,1.0,1.0,1,81,81,LETE,0.0,1,1.0,False,False,False,71.0,80,80,80,80,,,3,10.0,0.0,2E,2C,71|78|81,2E|2E|2C,0|7|1,,,6/30 - 2 chicks; camera placed 6/20
236,10322.0,RUTW,2019,29.76687,-93.16105,,,none,,91.0,91.0,0.0,True,,72.0,0.0,0.0,,Y,Y,N,Ca,9.0,4.0,Ca,Ca,Ca,Ca,Ca,Ca,Ca,False,Ca,Ca,Ca,Ca,9.0,9.0,4.0,4.0,4,81,81,LETE,1.0,0,0.0,False,False,False,72.0,77,77,81,81,,,3,9.0,0.0,2E,fail,72|77|81,2E|2E|fail,0|5|4,,cattle are there for a looooong time,camera placed 6/21
237,10323.0,RUTW,2019,29.76702,-93.16143,,,none,,84.0,84.0,0.0,True,,65.0,6.0,3.0,0.0,Y,Y,N,H,19.0,3.0,U,U,U,U,H,H,H,True,H,H,H,H,25.0,25.0,6.0,6.0,6,90,90,LETE,0.0,7,1.0,True,True,True,65.0,81,84,90,84,84.0,84.0,4,25.0,1.0,1E,0E,72|77|81|90,2E|2E|1E|0E,0|5|4|6,,2-3 day old chick in video from 5 jul,camera placed 6/21;
238,10324.0,RUTW,2019,29.76771,-93.16492,,,none,,77.0,77.0,0.0,True,,58.0,0.0,0.0,,Y,Y,N,,23.0,4.0,U,U,U,U,U,U,U,False,,,,,23.0,23.0,4.0,4.0,4,81,81,LETE,0.0,7,,True,True,True,72.0,77,77,81,81,,,3,9.0,1.0,2E,empty,72|77|81,2E|2E|empty,0|5|4,,overheated,"camera placed 6/21; camera died 6/27, appears to have overheated (prolonged temps registered between 120 and 131 degrees F); nest had not hatched (egg visible in last photo)"
239,10325.0,RUTW,2019,29.76683,-93.16052,,,none,,78.0,78.0,0.0,True,,59.0,0.0,3.0,,Y,Y,N,,31.0,6.0,U,U,U,U,U,U,U,False,,,,,31.0,31.0,9.0,9.0,9,90,90,LETE,0.0,7,,True,True,True,72.0,81,81,90,90,,,5,18.0,1.0,?,0E,72|77|81|84|90,2E|2E|2E|?|0E,0|5|4|3|6,obs for 3 july?,pulled for july 4th,camera placed 6/21
240,10326.0,RUTW,2019,29.76676,-93.16051,,,none,,87.0,87.0,0.0,True,,68.0,0.0,3.0,,Y,Y,N,,22.0,6.0,U,U,U,U,U,U,U,False,,,,,22.0,22.0,9.0,9.0,9,90,90,LETE,0.0,7,,True,True,True,72.0,81,81,90,90,,,5,18.0,0.0,?,0E,72|77|81|84|90,2E|2E|2E|?|0E,0|5|4|3|6,obs for 3 july?,pulled for july 4th,camera placed 6/21
241,10327.0,RUTW,2019,29.76656,-93.15949,,,none,,91.0,91.0,0.0,True,,72.0,0.0,0.0,,Y,Y,N,,18.0,9.0,U,U,U,U,U,U,U,False,,,,,18.0,18.0,9.0,9.0,9,90,90,LETE,0.0,7,,True,True,True,72.0,81,81,90,90,,,4,18.0,0.0,3E,0E,72|77|81|90, ,0|5|4|9,,pulled for july 4th,camera placed 6/21
242,10328.0,RUTE,2019,29.7585,-93.12177,,,none,,,78.0,,False,,50.0,0.0,0.0,,N,N,,,28.0,1.0,H,H,H,H,H,H,H,False,,,H,H,28.0,28.0,1.0,1.0,0,78,78,WIPL,,1,0.0,True,True,False,72.0,78,78,78,78,,,3,6.0,,starr,"2C, 1E",72|77|78,"3E|starr|2C, 1E",0|5|1,,,chicks banded at nest on June 27th by KBB
243,10329.0,RUTE,2019,29.75853,-93.12159,,,,,92.0,92.0,0.0,True,,73.0,0.0,0.0,,Y,Y,N,S,24.0,5.0,F,F,U-F,U,F,U,U,True,S,S,S,S,24.0,24.0,5.0,5.0,5,97,97,LETE,0.0,0,0.0,False,True,False,72.0,92,92,97,97,,,7,25.0,1.0,2E,0E,72|77|82|83|89|92|97,1E|2E|2E|2E|2E|2E|0E,0|5|5|1|6|3|5,,,left camera placed high during storm - check for fate
244,10331.0,RUTW,2019,29.76847,-93.16886,,,,,87.0,90.0,3.0,False,,74.0,3.0,0.0,,N,N,,,19.0,9.0,H,H,H,H,H,H,H,False,,,H,H,16.0,19.0,9.0,9.0,0,90,90,CONI,0.0,1,0.0,True,True,False,77.0,90,90,90,90,,,3,13.0,0.0,2E,2C,77|81|90,2E|2E|2C,0|4|9,,,hatch day?
245,10334.0,HBTO,2019,29.76873,-93.43839,,,,,81.0,81.0,0.0,True,,62.0,0.0,3.0,,N,N,,A,26.0,7.0,U,U,U,U,U,U,U,False,A,A,A,A,26.0,26.0,7.0,10.0,10,88,88,LETE,0.0,0,0.0,False,True,True,72.0,78,78,88,88,,,4,16.0,1.0,?,not f,72|78|81|88,2E|1E|?|not f,0|6|3|7,,,"check field observations for fate?? site was marked as HBTO - briefly moved to RUTW but I think the nest 334 on RUTW is actually 324, mislabeled stick"
246,10335.0,RUTW,2019,29.76326,-93.1427,,,sym,,88.0,90.0,2.0,False,,74.0,2.0,0.0,,N,N,,,18.0,1.0,H,H,H,H,H,H,H,False,,,H,H,16.0,18.0,1.0,1.0,0,90,90,CONI,0.0,1,0.0,True,True,False,78.0,90,90,90,90,,,5,12.0,0.0,BON,1C,78|81|85|89|90,2E|2E|2E|BON|1C,0|3|4|4|1,,,hatch day?
247,10336.0,ROCK,2019,29.67689,-92.86801,,,,,81.0,81.0,0.0,True,,65.0,0.0,0.0,,N,N,,,18.0,4.0,D,D,D,D,D,D,D,False,,,D,D,18.0,18.0,4.0,4.0,4,83,83,CONI,0.0,0,0.0,False,True,False,79.0,79,79,83,83,,,2,4.0,0.0,2E,0E,79|83,2E|0E,0|4,,,7/2 egg shell found with what looks like a bite out of it (SB has pic)
248,10338.0,RUTW,2019,29.76775,-93.16508,,,none,,,92.0,,False,,73.0,,0.0,,Y,Y,N,,,8.0,S,S,S,S,S,S,S,False,S,H,S,H,25.0,25.0,8.0,8.0,6,98,98,LETE,,0,1.0,True,True,False,90.0,90,92,98,92,92.0,92.0,4,8.0,,?,0E,81|90|92|98,1E|1E|?|0E,0|9|2|6,was nest checked on 11-jul? any photos?,camera evidence of hatch?? Pics end abruptly around 1 am on 10 jul. was camera left there during storm?,not floated?? TS Barry
249,10339.0,RUTW,2019,29.76917,-93.17241,,,none,,98.0,98.0,0.0,True,,79.0,0.0,0.0,,Y,Y,N,S,19.0,6.0,S,S,S,S,S,S,S,False,Ca,Ca,Ca,Ca,19.0,19.0,6.0,6.0,8,98,98,LETE,0.0,0,0.0,False,True,False,81.0,90,90,98,98,,,4,17.0,0.0,1E,0E,81|90|92|98,1E|1E|1E|0E,0|9|2|6,,,TS Barry
250,10341.0,RUTW,2019,29.7653,-93.15302,,,none,,84.0,84.0,0.0,True,,68.0,0.0,0.0,,N,N,,,17.0,3.0,Ca,Ca,Ca,Ca,Ca,Ca,Ca,False,,,Ca,Ca,17.0,17.0,3.0,3.0,3,85,85,CONI,0.0,0,0.0,False,True,False,82.0,82,82,85,85,,,2,3.0,0.0,1E,0E,82|85,1E|0E,0|3,,,"4 Jul - cattle disturbance, probably trampled, no egg shell found"
251,10342.0,RUTW,2019,29.76454,-93.14963,,,none,,95.0,95.0,0.0,True,,79.0,0.0,0.0,,N,N,,,6.0,3.0,Hu,Hu,Hu,Hu,Hu,Hu,Hu,False,,,Hu,Hu,6.0,6.0,3.0,3.0,3,85,85,CONI,1.0,0,0.0,False,True,False,82.0,82,82,85,85,,,2,3.0,0.0,2E,0E,82|85,2E|0E,0|3,,,"4 Jul - tire tracks over nest, smashed egg shells found"
252,10343.0,RUTW,2019,29.76612,-93.15688,,,none,,83.0,84.0,1.0,False,,68.0,5.0,6.0,,N,N,,,17.0,2.0,H,H,H,H,H,H,H,False,,,H,H,22.0,23.0,8.0,8.0,6,90,90,CONI,0.0,1,0.0,True,True,False,82.0,84,84,84,84,,,3,8.0,1.0,hatch?,0E,82|84|90,2E|hatch?|0E,0|2|6,penult should have been deleted,,"9 Jul - hatched egg shell found a few inches from where nest was, male making clicking noises, female may have moved farther East but did not have time to look thoroughly"
253,10344.0,RUTW,2019,29.7641,-93.14727,50.0,50.0,sym,,95.0,95.0,0.0,True,,79.0,0.0,0.0,,N,N,,,11.0,1.0,A,A,A,A,A,A,A,False,,,A,A,11.0,11.0,1.0,1.0,1,90,90,CONI,1.0,0,0.0,False,True,False,82.0,89,89,90,90,,,3,8.0,0.0,2E,2E,82|89|90,2E|2E|2E,0|7|1,,,"4 Jul - installed symbolic fencing (3 posts); 8 Jul - caught female with bow net and banded, tagged with VHF tag; bird did not return to nest for half an hour (or more?) after tagging; bird relocated at far end of site"
254,10345.0,RUTW,2019,29.76419,-93.14488,,,none,,92.0,92.0,0.0,True,,76.0,0.0,0.0,,N,N,,,22.0,7.0,F,F,F,F,F,F,F,False,,,F,F,22.0,22.0,7.0,7.0,7,98,98,CONI,0.0,0,0.0,False,True,False,82.0,91,91,98,98,,,5,16.0,1.0,BON,fail,82|89|90|91|98,2E|2E|2E|BON|fail,0|7|1|1|7,,,"8 Jul - attempted bow net, bird ran out too quickly and was not caught. SB has more detailed notes; 9 Jul - eggs covered in ants, one smells bad, but bird still incubating 18 July-nest had an egg shell with sand inside. Not sure what happened to this nest, but the eggs were weird before TS Barry."
255,10346.0,RUTE,2019,29.75903,-93.12293,70.0,60.0,none,,84.0,87.0,3.0,False,,71.0,1.0,2.0,,N,N,,,19.0,3.0,H,H,H,H,H,H,H,False,,,H,H,18.0,21.0,5.0,5.0,2,89,89,CONI,0.0,1,0.0,True,True,False,82.0,87,87,87,87,,,4,7.0,1.0,hatch?,2C,82|84|87|89,2E|2E|hatch?|2C,0|2|3|2,penult should have been deleted,,
256,10348.0,RUTE,2019,29.75791,-93.1189,60.0,50.0,none,,,97.0,,False,,81.0,0.0,0.0,,N,N,,,16.0,7.0,H,H,H,H,H,H,H,False,,,H,H,16.0,16.0,7.0,7.0,0,97,97,CONI,,1,0.0,True,True,False,82.0,97,97,97,97,,,4,15.0,,2E,1C,82|84|90|97,2E|not check|2E|1C,0|2|6|7,,,
257,10349.0,ROCK,2019,29.66921,-92.84885,10.0,50.0,none,,94.0,94.0,0.0,True,,78.0,0.0,0.0,,N,N,,,8.0,3.0,F,F,F,F,F,F,F,False,,,F,F,8.0,8.0,3.0,3.0,3,86,86,CONI,1.0,0,0.0,False,True,False,83.0,83,83,86,86,,,2,3.0,0.0,2E,0E,83|86,2E|0E,0|3,,,
258,10353.0,RUTE,2019,29.7584,3.12106,40.0,40.0,sym,,103.0,103.0,0.0,True,,84.0,0.0,0.0,,Y,Y,N,A,27.0,5.0,A,A,A,A,A,A,A,False,A,A,A,A,27.0,27.0,5.0,5.0,5,111,111,LETE,0.0,0,0.0,False,False,False,89.0,106,106,111,111,,,7,22.0,1.0,2E,2E,89|92|97|99|102|106|111,2E|2E|2E|BON|2E|2E|2E,0|3|5|2|3|4|5,"last obs is ""2E rotten""",,"30 Jul - 2E being eaten by ants; eggs did not look abandoned on previous visit, and bird was seen on nest"
259,10354.0,RUTE,2019,29.75711,-93.11546,50.0,40.0,none,,105.0,105.0,0.0,True,,89.0,,0.0,,N,N,,,,8.0,Ca,Ca,Ca,Ca,Ca,Ca,Ca,False,,,Ca,Ca,8.0,8.0,8.0,8.0,8,97,97,CONI,1.0,0,0.0,False,True,False,89.0,89,89,97,97,,,2,8.0,0.0,1E,not f,89|97,1E|not f,0|8,,,"16 Jul cattle tracks all through area, looks like they stampeded through there :( could not find stick"
260,10355.0,RUTW,2019,29.7696,-93.1724,70.0,70.0,none,,108.0,108.0,0.0,True,,92.0,0.0,0.0,,Y.,Y,Y,Ca,14.0,8.0,F,F,F,F,F,F,F,False,Ca,Ca,Ca,Ca,14.0,14.0,8.0,8.0,8,106,106,CONI,0.0,0,0.0,False,True,False,92.0,98,98,106,106,,,3,14.0,0.0,1E,0E,92|98|106,1E|1E|0E,0|6|8,,,17 Jul - placed camera; knocked over by cattle and disturbance in area
261,10356.0,RUTW,2019,29.76774,-93.16499,,,none,,104.0,104.0,0.0,True,,85.0,0.0,0.0,,Y,Y,N,Ca,13.0,6.0,S,S,S,S,S,S,S,False,Ca,Ca,Ca,Ca,13.0,13.0,6.0,6.0,6,98,98,LETE,1.0,0,0.0,False,True,False,89.0,92,92,98,98,,,4,9.0,0.0,1E,0E,89|90|92|98,1E|1E|1E|0E,0|1|2|6,,,8 Jul - placed camera
262,10357.0,RUTW,2019,29.76784,-93.16532,,,none,,92.0,92.0,0.0,True,,73.0,0.0,0.0,,Y-but,Y-but,Y,A,25.0,6.0,A,A,A,A,A,A,A,False,A,A,A,A,25.0,25.0,6.0,6.0,6,98,98,LETE,0.0,0,0.0,False,False,False,89.0,92,92,98,98,,,4,9.0,1.0,1E,0E,89|90|92|98,1E|1E|1E|0E,0|1|2|6,,missing photos,"8 Jul - placed camera; * egg floated high and slanted, but had stuff stuck to it. probably actually rotten/abandoned"
263,10358.0,RUTW,2019,29.77001,-93.17689,,,none,,,92.0,,False,,73.0,0.0,0.0,,Y.,Y,Y?,D,19.0,3.0,H,H,H,H,H,H,H,False,H,H,H,H,19.0,19.0,3.0,3.0,0,92,92,LETE,,1,1.0,False,False,False,89.0,92,92,92,92,,,2,3.0,,1E,1C,89|92,1E|1C,0|3,,,8 Jul - placed camera; 11 Jul found with hatched chick being eaten by ants :(
264,10359.0,RUTW,2019,29.76678,-93.16006,15.0,15.0,none,,93.0,93.0,0.0,True,,74.0,,0.0,,Y,Y,N,S,,6.0,S,S,S,S,S,S,S,False,S,S,S,S,24.0,24.0,6.0,6.0,6,98,98,LETE,0.0,0,0.0,False,False,False,89.0,92,92,98,98,,,3,9.0,1.0,1E,0E,89|92|98,1E|1E|0E,0|3|6,,,TS Barry
265,10360.0,RUTW,2019,29.76312,-93.14111,,,none,,117.0,117.0,0.0,True,,101.0,0.0,0.0,,Y,Y,N,Ca,5.0,1.0,Ca,Ca,Ca,Ca,Ca,Ca,Ca,False,Ca,Ca,Ca,Ca,5.0,5.0,1.0,1.0,1,106,106,CONI,1.0,0,0.0,False,False,False,98.0,105,105,106,106,,,4,8.0,0.0,1E,0E,98|104|105|106,1E|1E|1E|0E,0|6|1|1,,,17 Jul - placed camera
266,10370.0,RUTW,2019,29.76389,-93.14437,,,none,,108.0,108.0,0.0,True,,92.0,,0.0,,N,N,,,,6.0,U-H,U-H,U-H,U-H,U-H,U-H,U-H,False,,,U-H,U-H,20.0,20.0,6.0,6.0,6,112,112,CONI,0.0,0,0.0,False,True,True,106.0,106,106,112,112,,,2,6.0,1.0,2E,abandon,106|112,2E|abandon,0|6,,,"7/25/19 - Nest discovered with 2 eggs, 14d and 3d. 3d egg likely non-viable. 31 Jul - 1E, cold, condensation, and stuck to sand. looked around for evidence of other egg hatching"
267,10371.0,RUTE,2019,29.75858,-93.12128,70.0,70.0,sym,,114.0,115.0,1.0,False,,99.0,1.0,0.0,0.008771929824561403,Y,Y,N,H,17.0,3.0,H,H,H,H,H,H,H,False,H,H,H,H,16.0,17.0,3.0,3.0,0,115,115,CONI,0.0,1,1.0,False,False,False,106.0,115,115,115,115,,,3,9.0,0.0,BON,"1E, 1C",106|112|115,"2E|BON|1E, 1C",0|6|3,,,"8/3 - 1 chick, 1 egg; camera; mom and babies caught and mom given nanotag"
268,10400.0,RLCC,2019,29.78572,-93.21546,0.0,0.0,sym,,59.0,62.0,3.0,False,,43.0,3.0,0.0,,N,N,,,22.0,5.0,H,H,H,H,H,H,H,False,,,H,H,19.0,22.0,5.0,5.0,0,62,62,LETE,0.0,1,0.0,True,True,False,43.0,62,62,62,62,,,6,19.0,0.0,2E,"1C, 1E",43|47|51|55|57|62,"2E|2E|2E|2E|2E|1C, 1E",0|4|4|4|2|5,,,
269,10401.0,RLCC,2019,29.78567,-93.2155,0.0,0.0,sym,,80.0,49.0,31.0,False,,30.0,31.0,0.0,,N,N,,,-12.0,2.0,H,H,H,H,H,H,H,False,,,H,H,19.0,-12.0,2.0,2.0,0,49,49,LETE,1.0,1,0.0,True,True,False,43.0,49,49,49,49,,,3,6.0,0.0,2E,hatch?,43|47|49,2E|2E|hatch?,0|4|2,,,"31 May- adults throwing poop, no chicks seen in the immediate area. Seems to have hatched."
270,10402.0,RLCC,2019,29.78565,-93.21557,0.0,0.0,sym,,47.0,47.0,0.0,True,,28.0,0.0,0.0,,N,N,,,19.0,4.0,H,H,H,H,H,H,H,False,,,H,H,19.0,19.0,4.0,4.0,0,47,47,LETE,0.0,1,0.0,True,True,False,43.0,47,47,47,47,,,2,4.0,0.0,2E,"1C, 1E",43|47,"2E|1C, 1E",0|4,,,
271,10403.0,RLCC,2019,29.78566,-93.21561,0.0,0.0,sym,,56.0,62.0,6.0,False,,43.0,6.0,0.0,,N,N,,,25.0,5.0,H,H,H,H,H,H,H,False,,,H,H,19.0,25.0,5.0,5.0,0,62,62,LETE,0.0,1,0.0,True,True,False,43.0,62,62,62,62,,,6,19.0,1.0,2E,"1C, 1E",43|47|51|55|57|62,"2E|2E|2E|2E|2E|1C, 1E",0|4|4|4|2|5,,,
272,10404.0,RLCC,2019,29.78567,-93.21566,0.0,0.0,sym,,56.0,59.0,3.0,False,,40.0,3.0,0.0,,N,N,,,22.0,2.0,H,H,H,H,H,H,H,False,,,H,H,19.0,22.0,2.0,2.0,0,59,59,LETE,0.0,1,0.0,True,True,False,43.0,59,59,59,59,,,6,16.0,0.0,2E,2C,43|47|51|55|57|59,2E|2E|2E|2E|2E|2C,0|4|4|4|2|2,,,"11 June- camera was on nest and observed the chicks in scrape, and a fiddler crab with large claw being fended off by adults"
273,10405.0,RLCC,2019,29.78566,-93.21569,0.0,0.0,sym,,54.0,54.0,0.0,True,,35.0,0.0,0.0,,N,N,,,22.0,2.0,A,A,A,A,A,A,A,False,,,A,A,22.0,22.0,2.0,2.0,2,57,57,LETE,0.0,0,0.0,False,True,False,43.0,55,55,57,57,,,5,14.0,0.0,2E,fail,43|47|51|55|57,3E|3E|3E|2E|fail,0|4|4|4|2,,,likely abandoned from the June 5 storm.
274,10406.0,RLCC,2019,29.78556,-93.21523,0.0,0.0,sym,,52.0,52.0,0.0,True,,33.0,0.0,0.0,,N,N,,,19.0,1.0,H,H,H,H,H,H,H,False,,,H,H,19.0,19.0,1.0,1.0,0,52,52,LETE,0.0,1,0.0,True,True,False,43.0,52,52,52,52,,,4,9.0,0.0,3E,hatch day,43|47|51|52,3E|3E|3E|hatch day,0|4|4|1,,,"1 June- eggs hatched, 2C visible on camera. Early morning on June 2, a GHOW depredated the nest. Chicks were lost. KBB"
275,10407.0,RLCC,2019,29.78557,-93.2152,0.0,0.0,sym,,59.0,59.0,0.0,True,,40.0,0.0,0.0,,N,N,,,17.0,2.0,W,W,W,W,W,W,W,False,,,W,W,17.0,17.0,2.0,2.0,2,57,57,LETE,0.0,0,0.0,False,True,False,51.0,55,55,57,57,,,4,6.0,0.0,2E,fail,51|54|55|57,2E|2E|2E|fail,0|3|1|2,,,6 June- eggs and rock washed out in this area from June 5 storm
276,10408.0,RLCC,2019,29.78557,-93.21532,0.0,0.0,sym,,59.0,62.0,3.0,False,,43.0,3.0,0.0,,N,N,,,22.0,5.0,H,H,H,H,H,H,H,False,,,H,H,19.0,22.0,5.0,5.0,0,62,62,LETE,0.0,1,0.0,True,True,False,51.0,62,62,62,62,,,5,11.0,0.0,2E,"1C, 1E",51|54|55|57|62,"2E|2E|2E|2E|1C, 1E",0|3|1|2|5,,,
277,10409.0,RLCC,2019,29.78558,-93.21544,0.0,0.0,sym,,59.0,62.0,3.0,False,,43.0,3.0,0.0,,N,N,,,22.0,5.0,H,H,H,H,H,H,H,False,,,H,H,19.0,22.0,5.0,5.0,0,62,62,LETE,0.0,1,0.0,True,True,False,51.0,62,62,62,62,,,5,11.0,0.0,3E,"1C, 1E starring, 1E pipped with dead chick inside, egg was outside nest scrape",51|54|55|57|62,"3E|3E|3E|3E|1C, 1E starring, 1E pipped with dead chick inside, egg was outside nest scrape",0|3|1|2|5,,,
278,10410.0,RLCC,2019,29.78555,-93.21542,0.0,0.0,sym,,59.0,62.0,3.0,False,,43.0,3.0,0.0,,N,N,,,22.0,5.0,H,H,H,H,H,H,H,False,,,H,H,19.0,22.0,5.0,5.0,0,62,62,LETE,0.0,1,0.0,True,True,False,51.0,62,62,62,62,,,4,11.0,0.0,2E,hatch,51|55|57|62,2E|2E|2E|hatch,0|4|2|5,,,
279,10411.0,RLCC,2019,29.78561,-93.21555,0.0,0.0,sym,,59.0,62.0,3.0,False,,43.0,3.0,0.0,,N,N,,,22.0,5.0,H,H,H,H,H,H,H,False,,,H,H,19.0,22.0,5.0,5.0,0,62,62,LETE,0.0,1,0.0,True,True,False,51.0,62,62,62,62,,,4,11.0,0.0,3E,hatch,51|55|57|62,3E|3E|3E|hatch,0|4|2|5,,,11 June- poop in scrape
280,10413.0,RLCC,2019,29.78501,-93.21436,0.0,0.0,none,,63.0,67.0,4.0,False,,48.0,4.0,0.0,,N,N,,,23.0,1.0,H,H,H,H,H,H,H,False,,,H,H,19.0,23.0,1.0,1.0,0,67,67,LETE,0.0,1,0.0,True,True,False,51.0,67,67,67,67,,,6,16.0,1.0,3E,hatch day,51|55|57|62|66|67,3E|3E|BON|BON|3E|hatch day,0|4|2|5|4|1,,,nest has a game camera on video mode. check camera for hatch day confirmation. 18 June- 3 chicks hiding and being fed under the camera and shading in the cinder block. later footage shows mosquito control truck spraying chemicals and turning around in the immediate area. 
281,10414.0,RLCC,2019,29.7854,-93.21516,0.0,0.0,sym,,,83.0,,False,,64.0,0.0,0.0,,N,N,,,19.0,4.0,H,H,H,H,H,H,H,False,,,H,H,19.0,19.0,4.0,4.0,0,83,83,LETE,,1,0.0,True,True,False,66.0,83,83,83,83,,,5,17.0,,BON,"1C, 1E hatch",66|69|74|79|83,"2E|BON|2E|BON|1C, 1E hatch",0|3|5|5|4,,,15 June- bushnell cam on nest. Camera footage shows bird on nest through June 23 thus far. Camera footage shows chick hatching at 9:24am on July 2nd. GHOW ate the chick and remaining egg around 4:45am on July 4th
282,10415.0,RLCC,2019,29.78535,-93.21528,0.0,0.0,sym,,,,,True,,,,0.0,,N,N,,,,5.0,W,W,W,W,W,W,W,False,,,W,W,,,5.0,5.0,5,79,79,LETE,,0,0.0,False,True,False,66.0,74,74,79,79,,,4,13.0,,2E,fail,66|69|74|79,2E|BON|2E|fail,0|3|5|5,,,15 June- exodus cam on nest. 17 June- camera shows nest submerged from storm from 4am-10:30am. Curious if this will impact hatch. 24 June- nest was submerged again from heavy rainfall and eggs were washed away. Photos confirm nest fate.
283,10417.0,RLCC,2019,29.78519,-93.21503,10.0,15.0,sym,,,,,True,,,,0.0,,N,N,,,,4.0,D,D,D,D,D,D,D,False,,,D,D,,,4.0,4.0,4,83,83,LETE,,0,0.0,False,True,False,74.0,79,79,83,83,,,3,9.0,,BON,fail,74|79|83,2E|BON|fail,0|5|4,,,23 June- exodus camera deployed on nest 2 July- grackle at nest 5 July camera removed
284,13211.0,RUTW,2019,29.76684,-93.1606,,,none,,86.0,86.0,0.0,True,,67.0,0.0,0.0,,Y,Y,N,,23.0,9.0,U,U,U,U,U,U,U,False,,,,,23.0,23.0,9.0,9.0,9,90,90,LETE,0.0,7,,True,True,True,72.0,81,81,90,90,,,5,18.0,1.0,?,0E,72|77|81|84|90,3E|3E|3E|?|0E,NA|5|4|3|6,obs for 3 july?,pulled for july 4th,field obs for 7/3?? camera placed 6/21; check cam for fate
285,20001.0,RUTW,2020,29.76707,-93.1614,5.0,10.0,none,,44.0,44.0,0.0,True,,16.0,1.0,0.0,,N,N,,,3.0,6.0,F,F,F,F,F,F,F,False,,,F,F,4.0,4.0,6.0,6.0,6,20,20,WIPL,1.0,0,0.0,False,True,False,14.0,14,14,20,20,,,2,6.0,0.0,1E,0E,14|20,1E|0E,NA|6,,,no sign of predator.no adults present. Severe storms on 4/29. popsicle stick still present.
286,20002.0,RUTW,2020,29.76764,-93.16496,0.0,10.0,none,,31.0,31.0,0.0,True,,,,0.0,,N,N,,,,4.0,Hu,Hu,Hu,Hu,Hu,Hu,Hu,False,,,Hu,Hu,,,4.0,4.0,4,24,24,SNPL,1.0,0,0.0,False,True,False,14.0,20,20,24,24,,,3,10.0,0.0,1E,0E,14|20|24,2E|1E|0E,0|6|4,,,"4/30 female captured at nest (box trap) 13:40 and banded. 5/4 nest was run over by vehicle, nest stick crunched, no adults present."
